Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2018-10-22 00:00:00-04:00,52.62506552285122,53.47984451685888,52.42154932437113,52.83097839355469,115168400,0.0,0.0
2018-10-23 00:00:00-04:00,51.676920705983356,53.45351642373383,51.406359744897955,53.329010009765625,155071200,0.0,0.0
2018-10-24 00:00:00-04:00,53.29787632966502,53.688150287516756,51.36804005573152,51.49972915649414,163702000,0.0,0.0
2018-10-25 00:00:00-04:00,52.12704556550527,53.005765678859376,51.89718790084259,52.62746047973633,119423200,0.0,0.0
2018-10-26 00:00:00-04:00,51.693668419832306,52.72083972834919,50.92029957843746,51.78944396972656,189033600,0.0,0.0
2018-10-29 00:00:00-04:00,52.48140995645133,52.601126661985106,49.34483081008081,50.81734848022461,183742000,0.0,0.0
2018-10-30 00:00:00-04:00,50.556363886706166,51.52128025250534,50.106231552901995,51.07114791870117,146640000,0.0,0.0
2018-10-31 00:00:00-04:00,51.9283237990026,52.78309924975783,51.86606876858809,52.402400970458984,153435600,0.0,0.0
2018-11-01 00:00:00-04:00,52.447897952222746,53.24042208715377,51.91156570898545,53.20690155029297,233292800,0.0,0.0
2018-11-02 00:00:00-04:00,50.17326788125795,51.154942593581204,49.18679982467493,49.67763900756836,365314800,0.0,0.0
2018-11-05 00:00:00-05:00,48.91624976883428,48.937797900389725,47.44852169515499,48.26738357543945,264654800,0.0,0.0
2018-11-06 00:00:00-05:00,48.34638775754057,49.01680195370809,48.291319102989185,48.78934097290039,127531600,0.0,0.0
2018-11-07 00:00:00-05:00,49.31609903375949,50.29538078960605,48.87554244258903,50.26904296875,133697600,0.0,0.0
2018-11-08 00:00:00-05:00,50.451649036280976,50.4852865265922,49.67558172439315,50.093650817871094,101450400,0.1825,0.0
2018-11-09 00:00:00-05:00,49.38725641967282,49.49777802320246,48.59436858467811,49.12776565551758,137463200,0.0,0.0
2018-11-12 00:00:00-05:00,47.813502716083335,48.01773271175737,46.56170035344866,46.65300369262695,204542000,0.0,0.0
2018-11-13 00:00:00-05:00,46.04272290249609,47.376212145061025,45.999472601183726,46.18688201904297,187531600,0.0,0.0
2018-11-14 00:00:00-05:00,46.58812387123257,46.72748023018709,44.67318103568912,44.88221740722656,243204000,0.0,0.0
2018-11-15 00:00:00-05:00,45.26424759570289,46.124410501371614,44.90624569655727,45.98986053466797,185915200,0.0,0.0
2018-11-16 00:00:00-05:00,45.77121887669829,46.84522099875557,45.521340869717285,46.49923324584961,147713200,0.0,0.0
2018-11-19 00:00:00-05:00,45.651081140125285,45.819268600557095,44.44733553095082,44.656368255615234,167701200,0.0,0.0
2018-11-20 00:00:00-05:00,42.85675493733317,43.601589862037414,42.16958585826283,42.52278137207031,271300800,0.0,0.0
2018-11-21 00:00:00-05:00,43.18351225852508,43.313259469194875,42.41945920137821,42.4747200012207,124496800,0.0,0.0
2018-11-23 00:00:00-05:00,42.03263447120329,42.43148165410345,41.35027179654804,41.39591979980469,94496000,0.0,0.0
2018-11-26 00:00:00-05:00,41.86444602642915,42.035034858002106,40.908173357301706,41.955745697021484,179994000,0.0,0.0
2018-11-27 00:00:00-05:00,41.20850439340853,41.99178310049262,41.057137528381105,41.86444091796875,165549600,0.0,0.0
2018-11-28 00:00:00-05:00,42.46270976552468,43.55833505575884,42.0302251335345,43.4742431640625,184250000,0.0,0.0
2018-11-29 00:00:00-05:00,43.88750645969541,43.92114395008392,42.695771420109764,43.1402702331543,167080000,0.0,0.0
2018-11-30 00:00:00-05:00,43.318057426922174,43.327670231354105,42.534782511411755,42.90719985961914,158126000,0.0,0.0
2018-12-03 00:00:00-05:00,44.31997816477849,44.435306145855265,43.53910467571393,44.40647506713867,163210000,0.0,0.0
2018-12-04 00:00:00-05:00,43.47664605485561,43.822633772562256,42.352189638520564,42.453102111816406,165377200,0.0,0.0
2018-12-06 00:00:00-05:00,41.26856955379779,41.99418238773311,40.94661022775768,41.979766845703125,172393600,0.0,0.0
2018-12-07 00:00:00-05:00,41.68423900030457,41.9245078208733,40.43724323495908,40.48289489746094,169126400,0.0,0.0
2018-12-10 00:00:00-05:00,39.64436125235787,40.86732884988826,39.24311270265821,40.74959945678711,248104000,0.0,0.0
2018-12-11 00:00:00-05:00,41.24454714017996,41.27577959422512,40.12489354228303,40.51653289794922,189126800,0.0,0.0
2018-12-12 00:00:00-05:00,40.94180976163758,41.30701943293473,40.61024124823655,40.62946319580078,142510800,0.0,0.0
2018-12-13 00:00:00-05:00,40.96343773219003,41.463197382280875,40.73758442562658,41.07395935058594,127594400,0.0,0.0
2018-12-14 00:00:00-05:00,40.60543283629158,40.62465478290502,39.711632482929545,39.75968551635742,162814800,0.0,0.0
2018-12-17 00:00:00-05:00,39.75247592762395,40.44925771221933,39.09894443748476,39.389671325683594,177151600,0.0,0.0
2018-12-18 00:00:00-05:00,39.73565361525514,40.25223004664509,39.49778619360739,39.90143966674805,135366000,0.0,0.0
2018-12-19 00:00:00-05:00,39.88463055170163,40.233019663639794,38.22437185788152,38.656856536865234,196189200,0.0,0.0
2018-12-20 00:00:00-05:00,38.53911999388356,38.94998131834598,37.31375112473342,37.68136215209961,259092000,0.0,0.0
2018-12-21 00:00:00-05:00,37.688570288842804,38.00092051325464,35.95142760680072,36.215721130371094,382978400,0.0,0.0
2018-12-24 00:00:00-05:00,35.595828049466824,36.41274432515894,35.22100923650021,35.2786750793457,148676800,0.0,0.0
2018-12-26 00:00:00-05:00,35.631874013449085,37.77747325428935,35.25224876040367,37.763057708740234,234330000,0.0,0.0
2018-12-27 00:00:00-05:00,37.44349210575656,37.66694401524501,36.05714365118338,37.517974853515625,212468400,0.0,0.0
2018-12-28 00:00:00-05:00,37.842339544154534,38.08741476964631,37.133547251014214,37.53719711303711,169165600,0.0,0.0
2018-12-31 00:00:00-05:00,38.08981993081785,38.28924351329788,37.59726806239963,37.90000915527344,140014000,0.0,0.0
